,pclass,survived,sex,sibsp,parch,embarked,deck,companions,age cohort
1102,3,0,male,4,1,Southampton,A,3,child
1103,3,0,male,4,1,Southampton,A,3,toddler
1104,3,0,male,4,1,Southampton,A,3,teenager
1105,3,0,male,4,1,Southampton,A,3,child
1106,3,0,female,0,5,Southampton,A,3,adult
1107,3,0,male,0,0,Southampton,E,0,teenager
1108,3,0,male,0,0,Southampton,D,0,teenager
1109,3,0,male,0,0,Cherbourg,E,0,young adult
1110,3,0,male,0,0,Southampton,F,0,young adult
1111,3,0,male,1,1,Southampton,D,2,toddler
1112,3,0,female,1,1,Southampton,D,2,toddler
1113,3,0,female,0,2,Southampton,D,2,young adult
1114,3,0,male,0,0,Southampton,F,0,young adult
1115,3,0,male,0,0,Southampton,F,0,young adult
1116,3,0,male,0,0,Southampton,E,0,young adult
1117,3,0,male,0,0,Southampton,E,0,teenager
1118,3,0,male,0,0,Southampton,E,0,teenager
1119,3,0,male,0,0,Southampton,F,0,teenager
1120,3,1,male,1,0,Southampton,F,1,teenager
1121,3,1,male,1,1,Cherbourg,F,2,young adult
1122,3,1,female,1,1,Cherbourg,F,2,young adult
1123,3,1,female,0,2,Cherbourg,F,2,young adult
1124,3,0,female,0,0,Queenstown,E,0,young adult
1125,3,0,male,0,0,Southampton,E,0,teenager
1126,3,0,female,0,0,Southampton,F,0,young adult
1127,3,0,male,0,0,Southampton,F,0,teenager
1128,3,0,male,0,0,Southampton,F,0,young adult
1129,3,0,male,1,0,Southampton,F,1,teenager
1130,3,0,female,0,0,Southampton,F,0,teenager
1131,3,1,male,0,0,Southampton,E,0,young adult
1132,3,0,male,0,0,Southampton,F,0,young adult
1133,3,0,male,0,0,Southampton,E,0,teenager
1134,3,0,male,0,0,Southampton,E,0,teenager
1135,3,0,male,0,0,Southampton,F,0,young adult
1136,3,0,female,0,0,Southampton,E,0,young adult
1137,3,0,male,0,0,Cherbourg,F,0,young adult
1138,3,0,male,0,0,Southampton,F,0,young adult
1139,3,0,male,0,0,Southampton,F,0,adult
1140,3,0,male,0,0,Southampton,E,0,teenager
1141,3,0,male,4,1,Queenstown,C,3,child
1142,3,0,male,4,1,Queenstown,C,3,toddler
1143,3,0,male,4,1,Queenstown,C,3,child
1144,3,0,male,4,1,Queenstown,C,3,toddler
1145,3,0,male,4,1,Queenstown,C,3,child
1146,3,0,female,0,5,Queenstown,C,3,adult
1147,3,0,female,0,0,Southampton,A,0,teenager
1148,3,0,male,0,0,Southampton,F,0,young adult
1149,3,1,female,0,0,Queenstown,F,0,young adult
1150,3,0,male,0,0,Southampton,D,0,young adult
1151,3,0,female,0,0,Southampton,D,0,young adult
1152,3,0,male,1,0,Southampton,D,1,adult
1153,3,0,female,1,0,Southampton,D,1,adult
1154,3,0,male,0,0,Southampton,E,0,young adult
1155,3,0,male,0,0,Southampton,F,0,young adult
1156,3,0,female,1,1,Southampton,F,2,toddler
1157,3,0,male,1,1,Southampton,F,2,teenager
1158,3,0,female,0,2,Southampton,F,2,adult
1159,3,1,female,0,0,Southampton,E,0,young adult
1160,3,0,male,0,0,Southampton,E,0,adult
1161,3,0,male,0,0,Southampton,E,0,teenager
1162,3,1,male,0,0,Queenstown,F,0,young adult
1163,3,0,male,0,0,Queenstown,E,0,young adult
1164,3,0,male,0,0,Cherbourg,F,0,young adult
1165,3,0,male,0,0,Cherbourg,F,0,teenager
1166,3,0,male,0,0,Cherbourg,F,0,young adult
1167,3,0,male,0,0,Queenstown,F,0,young adult
1168,3,0,male,0,0,Southampton,F,0,young adult
1169,3,0,male,0,0,Southampton,F,0,adult
1170,3,0,male,8,2,Southampton,B,3,young adult
1171,3,0,male,8,2,Southampton,B,3,teenager
1172,3,0,female,8,2,Southampton,B,3,young adult
1173,3,0,female,8,2,Southampton,B,3,young adult
1174,3,0,female,8,2,Southampton,B,3,young adult
1175,3,0,female,8,2,Southampton,B,3,young adult
1176,3,0,male,8,2,Southampton,B,3,young adult
1177,3,0,male,8,2,Southampton,B,3,young adult
1178,3,0,male,8,2,Southampton,B,3,young adult
1179,3,0,male,1,9,Southampton,B,3,young adult
1180,3,0,female,1,9,Southampton,B,3,young adult
1181,3,0,male,0,0,Southampton,G,0,teenager
1182,3,1,female,0,0,Southampton,F,0,teenager
1183,3,0,male,0,0,Southampton,E,0,adult
1184,3,0,male,2,0,Cherbourg,F,2,young adult
1185,3,0,male,2,0,Cherbourg,F,2,young adult
1186,3,0,male,2,0,Cherbourg,F,2,young adult
1187,3,1,female,1,1,Southampton,G,2,toddler
1188,3,1,female,0,2,Southampton,G,2,teenager
1189,3,1,female,1,1,Southampton,G,2,toddler
1190,3,1,male,0,0,Southampton,G,0,teenager
1191,3,0,male,0,0,Southampton,E,0,teenager
1192,3,0,male,0,0,Southampton,E,0,teenager
1193,3,0,male,0,0,Queenstown,F,0,young adult
1194,3,0,male,0,0,Southampton,F,0,young adult
1195,3,0,male,0,0,Queenstown,F,0,young adult
1196,3,1,male,0,0,Southampton,G,0,young adult
1197,3,0,male,0,0,Southampton,D,0,young adult
1198,3,1,female,0,0,Queenstown,F,0,young adult
1199,3,0,male,0,0,Southampton,E,0,young adult
1200,3,0,male,0,0,Southampton,E,0,young adult
1201,3,0,male,0,0,Cherbourg,F,0,teenager
1202,3,0,male,0,0,Southampton,E,0,young adult
1203,3,0,male,0,0,Southampton,F,0,adult
1204,3,0,male,0,0,Southampton,E,0,teenager
1205,3,1,female,0,0,Southampton,F,0,teenager
1206,3,0,male,3,2,Southampton,C,3,toddler
1207,3,0,male,3,2,Southampton,C,3,child
1208,3,0,female,3,2,Southampton,C,3,child
1209,3,0,female,3,2,Southampton,C,3,toddler
1210,3,0,male,1,4,Southampton,C,3,adult
1211,3,0,female,1,4,Southampton,C,3,adult
1212,3,0,male,0,0,Southampton,F,0,young adult
1213,3,0,male,0,0,Southampton,E,0,young adult
1214,3,0,male,0,0,Southampton,E,0,young adult
1215,3,0,male,0,0,Queenstown,F,0,young adult
1216,3,1,female,0,0,Queenstown,F,0,young adult
1217,3,0,male,0,0,Southampton,F,0,teenager
1218,3,0,male,0,0,Southampton,E,0,young adult
1219,3,0,male,0,0,Southampton,E,0,young adult
1220,3,0,male,0,0,Southampton,E,0,young adult
1221,3,0,male,0,0,Southampton,F,0,young adult
1222,3,0,male,0,0,Cherbourg,E,0,young adult
1223,3,1,female,0,0,Southampton,F,0,teenager
1224,3,0,male,0,0,Southampton,E,0,teenager
1225,3,0,male,0,0,Southampton,F,0,senior
1226,3,0,male,0,0,Southampton,F,0,teenager
1227,3,0,female,0,0,Southampton,G,0,teenager
1228,3,1,male,0,0,Southampton,E,0,young adult
1229,3,0,male,0,0,Southampton,E,0,young adult
1230,3,0,female,0,1,Southampton,G,1,toddler
1231,3,0,female,1,1,Southampton,G,2,young adult
1232,3,1,male,0,0,Southampton,E,0,teenager
1233,3,1,male,0,0,Southampton,E,0,adult
1234,3,0,male,0,0,Southampton,F,0,teenager
1235,3,0,male,0,0,Southampton,F,0,senior
1236,3,1,male,0,0,Southampton,E,0,child
1237,3,0,male,0,0,Southampton,F,0,teenager
1238,3,1,male,0,0,Southampton,F,0,teenager
1239,3,0,male,0,0,Southampton,E,0,young adult
1240,3,1,male,0,1,Cherbourg,E,1,toddler
1241,3,0,male,1,0,Cherbourg,F,1,young adult
1242,3,0,male,0,0,Cherbourg,F,0,young adult
1243,3,0,male,0,0,Cherbourg,F,0,young adult
1244,3,1,female,1,1,Cherbourg,E,2,teenager
1245,3,0,male,0,0,Southampton,E,0,young adult
1246,3,0,male,1,0,Southampton,G,1,young adult
1247,3,1,female,1,0,Southampton,G,1,young adult
1248,3,0,male,0,0,Southampton,E,0,young adult
1249,3,0,male,0,0,Queenstown,F,0,young adult
1250,3,0,male,0,0,Southampton,F,0,young adult
1251,3,0,male,0,0,Southampton,E,0,young adult
1252,3,0,male,0,0,Southampton,E,0,adult
1253,3,0,male,0,0,Cherbourg,F,0,young adult
1254,3,1,male,0,0,Southampton,B,0,teenager
1255,3,0,male,0,0,Cherbourg,F,0,young adult
1256,3,1,male,1,1,Cherbourg,D,2,child
1257,3,1,female,1,1,Cherbourg,D,2,child
1258,3,1,female,0,2,Cherbourg,D,2,young adult
1259,3,0,male,0,0,Southampton,F,0,adult
1260,3,1,female,0,0,Southampton,G,0,teenager
1261,3,1,female,0,0,Southampton,G,0,senior
1262,3,0,male,1,1,Southampton,D,2,young adult
1263,3,0,male,1,1,Southampton,D,2,child
1264,3,0,male,0,2,Southampton,D,2,adult
1265,3,0,female,0,2,Southampton,E,2,child
1266,3,0,male,1,1,Southampton,E,2,adult
1267,3,0,female,1,1,Southampton,E,2,young adult
1268,3,0,male,0,0,Southampton,G,0,young adult
1269,3,0,male,0,0,Southampton,G,0,young adult
1270,3,0,male,0,0,Southampton,G,0,young adult
1271,3,0,male,0,0,Southampton,G,0,young adult
1272,3,0,male,0,0,Southampton,E,0,adult
1273,3,0,female,2,0,Southampton,G,2,teenager
1274,3,0,male,3,0,Southampton,G,3,young adult
1275,3,0,male,2,0,Southampton,G,2,teenager
1276,3,0,female,1,0,Southampton,G,1,young adult
1277,3,1,male,0,0,Cherbourg,F,0,teenager
1278,3,0,male,0,0,Southampton,F,0,teenager
1279,3,0,female,0,0,Southampton,F,0,child
1280,3,0,male,0,0,Southampton,F,0,teenager
1281,3,0,male,0,0,Southampton,E,0,teenager
1282,3,0,male,0,0,Southampton,E,0,young adult
1283,3,0,male,0,0,Southampton,F,0,young adult
1284,3,0,male,0,0,Southampton,E,0,young adult
1285,3,0,male,0,0,Southampton,G,0,young adult
1286,3,1,female,0,0,Cherbourg,F,0,adult
1287,3,0,male,0,0,Southampton,F,0,adult
1288,3,0,male,1,0,Southampton,F,1,teenager
1289,3,0,male,1,0,Southampton,F,1,teenager
1290,3,1,female,1,0,Southampton,F,1,adult
1291,3,0,male,0,0,Southampton,E,0,young adult
1292,3,0,male,0,0,Southampton,F,0,young adult
1293,3,0,male,0,0,Southampton,E,0,young adult
1294,3,0,male,0,0,Southampton,G,0,young adult
1295,3,0,male,0,0,Southampton,F,0,teenager
1296,3,0,male,0,0,Southampton,E,0,young adult
1297,3,0,male,0,0,Southampton,F,0,young adult
1298,3,0,male,0,0,Southampton,G,0,adult
1299,3,0,male,1,0,Cherbourg,D,1,young adult
1300,3,1,female,1,0,Cherbourg,D,1,teenager
1301,3,0,male,0,0,Cherbourg,F,0,adult
1302,3,0,male,0,0,Cherbourg,F,0,young adult
1303,3,0,male,0,0,Cherbourg,D,0,young adult
1304,3,0,female,1,0,Cherbourg,D,1,teenager
1305,3,0,female,1,0,Cherbourg,D,1,young adult
1306,3,0,male,0,0,Cherbourg,F,0,young adult
1307,3,0,male,0,0,Cherbourg,F,0,young adult
1308,3,0,male,0,0,Southampton,F,0,young adult
